DateTime,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Traffic_Numerical
2015-10-15 04:00:00,14,1,1,34,50,normal,2
2015-10-15 04:15:00,61,26,1,16,104,normal,2
2015-10-15 04:30:00,72,26,6,4,108,low,1
2015-10-15 04:45:00,86,24,3,18,131,normal,2
2015-10-15 05:00:00,75,1,8,10,94,low,1
2015-10-15 05:15:00,75,1,7,9,92,low,1
2015-10-15 05:30:00,93,5,4,1,103,low,1
2015-10-15 05:45:00,111,6,2,5,124,normal,2
2015-10-15 06:00:00,111,18,41,2,172,heavy,4
2015-10-15 06:15:00,114,27,46,0,187,heavy,4
2015-10-15 06:30:00,139,19,50,2,210,heavy,4
2015-10-15 06:45:00,109,14,38,1,162,high,3
2015-10-15 07:00:00,105,16,22,3,146,normal,2
2015-10-15 07:15:00,150,13,31,4,198,heavy,4
2015-10-15 07:30:00,122,13,47,3,185,heavy,4
2015-10-15 07:45:00,114,24,46,2,186,heavy,4
2015-10-15 08:00:00,119,36,41,0,196,heavy,4
2015-10-15 08:15:00,108,35,39,0,182,heavy,4
2015-10-15 08:30:00,113,18,28,1,160,high,3
2015-10-15 08:45:00,118,36,37,0,191,heavy,4
2015-10-15 09:00:00,113,35,48,3,199,heavy,4
2015-10-15 09:15:00,66,7,22,30,125,high,3
2015-10-15 09:30:00,64,12,27,8,111,normal,2
2015-10-15 09:45:00,37,5,13,11,66,low,1
2015-10-15 10:00:00,82,17,31,20,150,high,3
2015-10-15 10:15:00,63,5,23,12,103,normal,2
2015-10-15 10:30:00,20,12,16,24,72,normal,2
2015-10-15 10:45:00,46,5,34,9,94,normal,2
2015-10-15 11:00:00,35,9,8,29,81,normal,2
2015-10-15 11:15:00,33,9,11,21,74,normal,2
2015-10-15 11:30:00,32,9,10,30,81,normal,2
2015-10-15 11:45:00,62,10,6,22,100,normal,2
2015-10-15 12:00:00,62,10,11,22,105,normal,2
2015-10-15 12:15:00,54,10,12,25,101,normal,2
2015-10-15 12:30:00,48,8,15,23,94,normal,2
2015-10-15 12:45:00,20,10,12,24,66,normal,2
2015-10-15 13:00:00,35,10,5,30,80,normal,2
2015-10-15 13:15:00,112,15,40,10,177,heavy,4
2015-10-15 13:30:00,51,21,25,13,110,normal,2
2015-10-15 13:45:00,53,12,23,8,96,normal,2
2015-10-15 14:00:00,63,22,18,15,118,normal,2
2015-10-15 14:15:00,50,23,16,8,97,normal,2
2015-10-15 14:30:00,94,20,35,17,166,high,3
2015-10-15 14:45:00,7,27,39,17,90,normal,2
2015-10-15 15:00:00,109,18,13,6,146,normal,2
2015-10-15 15:15:00,18,27,19,6,70,normal,2
2015-10-15 15:30:00,21,30,5,5,61,low,1
2015-10-15 15:45:00,49,16,9,12,86,low,1
2015-10-15 16:00:00,129,28,40,6,203,heavy,4
2015-10-15 16:15:00,141,18,28,8,195,heavy,4
2015-10-15 16:30:00,131,14,43,7,195,heavy,4
2015-10-15 16:45:00,105,38,23,5,171,heavy,4
2015-10-15 17:00:00,125,35,37,5,202,heavy,4
2015-10-15 17:15:00,127,36,42,9,214,heavy,4
2015-10-15 17:30:00,129,22,25,9,185,heavy,4
2015-10-15 17:45:00,121,39,47,8,215,heavy,4
2015-10-15 18:00:00,138,29,42,9,218,heavy,4
2015-10-15 18:15:00,119,26,21,5,171,heavy,4
2015-10-15 18:30:00,138,17,48,8,211,heavy,4
2015-10-15 18:45:00,72,12,14,32,130,high,3
2015-10-15 19:00:00,92,23,20,30,165,high,3
2015-10-15 19:15:00,94,17,11,24,146,high,3
2015-10-15 19:30:00,102,25,12,24,163,high,3
2015-10-15 19:45:00,71,23,17,14,125,normal,2
2015-10-15 20:00:00,58,5,19,25,107,normal,2
2015-10-15 20:15:00,93,22,18,10,143,normal,2
2015-10-15 20:30:00,59,23,10,35,127,high,3
2015-10-15 20:45:00,57,20,10,20,107,normal,2
2015-10-15 21:00:00,96,9,18,25,148,high,3
2015-10-15 21:15:00,104,12,16,20,152,normal,2
2015-10-15 21:30:00,104,22,17,23,166,high,3
2015-10-15 21:45:00,88,8,11,29,136,high,3
2015-10-15 22:00:00,20,3,0,16,39,normal,2
2015-10-15 22:15:00,17,2,1,30,50,normal,2
2015-10-15 22:30:00,17,4,0,23,44,normal,2
2015-10-15 22:45:00,15,5,0,21,41,normal,2
2015-10-15 23:00:00,10,0,1,31,42,normal,2
2015-10-15 23:15:00,11,1,1,19,32,normal,2
2015-10-15 23:30:00,12,2,0,29,43,normal,2
2015-10-15 23:45:00,11,0,1,11,23,low,1
2015-10-16 00:00:00,18,4,1,28,51,normal,2
2015-10-16 00:15:00,13,3,0,26,42,normal,2
2015-10-16 00:30:00,16,3,0,34,53,normal,2
2015-10-16 00:45:00,16,4,0,35,55,normal,2
2015-10-16 01:00:00,20,2,1,33,56,normal,2
2015-10-16 01:15:00,14,4,1,28,47,normal,2
2015-10-16 01:30:00,11,4,1,19,35,normal,2
2015-10-16 01:45:00,19,4,0,17,40,normal,2
2015-10-16 02:00:00,18,3,1,26,48,normal,2
2015-10-16 02:15:00,10,1,1,21,33,normal,2
2015-10-16 02:30:00,20,5,1,40,66,normal,2
2015-10-16 02:45:00,11,5,0,37,53,normal,2
2015-10-16 03:00:00,15,4,1,29,49,normal,2
2015-10-16 03:15:00,16,2,1,27,46,normal,2
2015-10-16 03:30:00,10,3,1,23,37,normal,2
2015-10-16 03:45:00,16,5,1,31,53,normal,2
2015-10-16 04:00:00,20,0,1,30,51,normal,2
2015-10-16 04:15:00,61,4,5,17,87,normal,2
2015-10-16 04:30:00,91,8,6,2,107,low,1
2015-10-16 04:45:00,94,4,5,2,105,low,1
2015-10-16 05:00:00,117,8,6,16,147,normal,2
2015-10-16 05:15:00,111,14,10,14,149,normal,2
2015-10-16 05:30:00,91,2,3,5,101,low,1
2015-10-16 05:45:00,96,9,1,16,122,normal,2
2015-10-16 06:00:00,134,15,42,5,196,heavy,4
2015-10-16 06:15:00,121,35,39,4,199,heavy,4
2015-10-16 06:30:00,118,40,40,3,201,heavy,4
2015-10-16 06:45:00,115,17,40,1,173,heavy,4
2015-10-16 07:00:00,106,22,37,0,165,high,3
2015-10-16 07:15:00,147,26,40,0,213,heavy,4
2015-10-16 07:30:00,102,13,31,2,148,high,3
2015-10-16 07:45:00,102,12,24,3,141,normal,2
2015-10-16 08:00:00,130,40,31,2,203,heavy,4
2015-10-16 08:15:00,102,17,33,0,152,high,3
2015-10-16 08:30:00,105,13,48,5,171,heavy,4
2015-10-16 08:45:00,129,24,25,0,178,heavy,4
2015-10-16 09:00:00,117,11,45,0,173,heavy,4
2015-10-16 09:15:00,74,14,23,21,132,high,3
2015-10-16 09:30:00,80,14,35,18,147,high,3
2015-10-16 09:45:00,31,7,34,24,96,normal,2
2015-10-16 10:00:00,18,15,9,15,57,normal,2
2015-10-16 10:15:00,15,10,23,20,68,normal,2
2015-10-16 10:30:00,37,18,8,16,79,normal,2
2015-10-16 10:45:00,10,7,5,14,36,normal,2
2015-10-16 11:00:00,54,6,15,23,98,normal,2
2015-10-16 11:15:00,34,7,5,24,70,normal,2
2015-10-16 11:30:00,50,7,8,21,86,normal,2
2015-10-16 11:45:00,44,9,10,24,87,normal,2
2015-10-16 12:00:00,63,8,15,24,110,normal,2
2015-10-16 12:15:00,56,6,6,29,97,normal,2
2015-10-16 12:30:00,69,5,13,27,114,high,3
2015-10-16 12:45:00,39,5,3,30,77,normal,2
2015-10-16 13:00:00,61,10,14,24,109,normal,2
2015-10-16 13:15:00,61,30,5,20,116,normal,2
2015-10-16 13:30:00,20,17,9,5,51,low,1
2015-10-16 13:45:00,70,22,38,7,137,high,3
2015-10-16 14:00:00,25,30,31,9,95,normal,2
2015-10-16 14:15:00,23,13,12,6,54,low,1
2015-10-16 14:30:00,105,30,24,8,167,normal,2
2015-10-16 14:45:00,107,10,6,6,129,normal,2
2015-10-16 15:00:00,40,20,36,7,103,normal,2
2015-10-16 15:15:00,74,18,37,11,140,high,3
2015-10-16 15:30:00,62,15,8,11,96,low,1
2015-10-16 15:45:00,81,20,14,12,127,normal,2
2015-10-16 16:00:00,111,32,43,5,191,heavy,4
2015-10-16 16:15:00,145,12,41,6,204,heavy,4
2015-10-16 16:30:00,139,11,20,7,177,heavy,4
2015-10-16 16:45:00,129,40,31,10,210,heavy,4
2015-10-16 17:00:00,128,22,28,8,186,heavy,4
2015-10-16 17:15:00,103,17,23,8,151,normal,2
2015-10-16 17:30:00,127,32,29,7,195,heavy,4
2015-10-16 17:45:00,120,35,44,8,207,heavy,4
2015-10-16 18:00:00,106,11,41,7,165,high,3
2015-10-16 18:15:00,114,40,31,5,190,heavy,4
2015-10-16 18:30:00,101,13,20,7,141,normal,2
2015-10-16 18:45:00,110,25,19,34,188,heavy,4
2015-10-16 19:00:00,108,6,17,23,154,high,3
2015-10-16 19:15:00,104,12,10,10,136,normal,2
2015-10-16 19:30:00,102,22,17,23,164,high,3
2015-10-16 19:45:00,77,19,16,8,120,normal,2
2015-10-16 20:00:00,70,16,19,33,138,high,3
2015-10-16 20:15:00,75,9,13,28,125,high,3
2015-10-16 20:30:00,95,9,16,29,149,high,3
2015-10-16 20:45:00,77,17,17,22,133,high,3
2015-10-16 21:00:00,73,16,14,34,137,high,3
2015-10-16 21:15:00,59,7,18,12,96,normal,2
2015-10-16 21:30:00,54,20,10,9,93,low,1
2015-10-16 21:45:00,90,6,18,32,146,high,3
2015-10-16 22:00:00,15,5,1,32,53,normal,2
2015-10-16 22:15:00,12,1,0,11,24,low,1
2015-10-16 22:30:00,17,2,0,28,47,normal,2
2015-10-16 22:45:00,13,5,1,12,31,low,1
2015-10-16 23:00:00,15,5,0,21,41,normal,2
2015-10-16 23:15:00,18,4,0,11,33,low,1
2015-10-16 23:30:00,12,4,0,21,37,normal,2
2015-10-16 23:45:00,10,4,1,12,27,low,1
2015-10-17 00:00:00,15,2,0,25,42,normal,2
2015-10-17 00:15:00,11,0,0,24,35,normal,2
2015-10-17 00:30:00,15,2,1,15,33,normal,2
2015-10-17 00:45:00,20,3,1,29,53,normal,2
2015-10-17 01:00:00,17,2,0,24,43,normal,2
2015-10-17 01:15:00,19,5,1,26,51,normal,2
2015-10-17 01:30:00,20,3,1,32,56,normal,2
2015-10-17 01:45:00,15,3,0,19,37,normal,2
2015-10-17 02:00:00,13,5,0,17,35,normal,2
2015-10-17 02:15:00,12,5,1,19,37,normal,2
2015-10-17 02:30:00,10,2,0,27,39,normal,2
2015-10-17 02:45:00,20,4,1,23,48,normal,2
2015-10-17 03:00:00,14,0,0,16,30,normal,2
2015-10-17 03:15:00,12,4,1,28,45,normal,2
2015-10-17 03:30:00,19,2,0,20,41,normal,2
2015-10-17 03:45:00,20,2,1,19,42,normal,2
2015-10-17 04:00:00,16,0,0,36,52,normal,2
2015-10-17 04:15:00,62,20,4,18,104,normal,2
2015-10-17 04:30:00,50,13,2,14,79,normal,2
2015-10-17 04:45:00,101,3,6,6,116,normal,2
2015-10-17 05:00:00,94,15,2,9,120,normal,2
2015-10-17 05:15:00,68,10,8,1,87,low,1
2015-10-17 05:30:00,95,3,8,20,126,normal,2
2015-10-17 05:45:00,113,7,10,16,146,normal,2
2015-10-17 06:00:00,106,13,39,1,159,high,3
2015-10-17 06:15:00,105,32,47,4,188,heavy,4
2015-10-17 06:30:00,150,19,34,4,207,heavy,4
2015-10-17 06:45:00,137,38,39,2,216,heavy,4
2015-10-17 07:00:00,113,11,32,1,157,high,3
2015-10-17 07:15:00,117,30,26,5,178,heavy,4
2015-10-17 07:30:00,130,10,37,1,178,heavy,4
2015-10-17 07:45:00,150,32,31,1,214,heavy,4
2015-10-17 08:00:00,146,10,30,3,189,heavy,4
2015-10-17 08:15:00,123,24,46,2,195,heavy,4
2015-10-17 08:30:00,110,24,26,4,164,high,3
2015-10-17 08:45:00,111,33,31,2,177,heavy,4
2015-10-17 09:00:00,132,18,32,2,184,heavy,4
2015-10-17 09:15:00,66,16,22,13,117,normal,2
2015-10-17 09:30:00,45,24,5,23,97,normal,2
2015-10-17 09:45:00,92,19,15,7,133,normal,2
2015-10-17 10:00:00,78,22,16,25,141,high,3
2015-10-17 10:15:00,90,2,15,18,125,normal,2
2015-10-17 10:30:00,23,2,37,9,71,normal,2
2015-10-17 10:45:00,17,5,6,20,48,normal,2
2015-10-17 11:00:00,41,5,4,24,74,normal,2
2015-10-17 11:15:00,32,5,15,26,78,normal,2
2015-10-17 11:30:00,65,7,7,22,101,normal,2
2015-10-17 11:45:00,22,6,3,25,56,normal,2
2015-10-17 12:00:00,54,7,4,28,93,normal,2
2015-10-17 12:15:00,38,5,8,28,79,normal,2
2015-10-17 12:30:00,59,7,15,23,104,normal,2
2015-10-17 12:45:00,34,8,10,23,75,normal,2
2015-10-17 13:00:00,28,6,3,27,64,normal,2
2015-10-17 13:15:00,7,16,11,14,48,normal,2
2015-10-17 13:30:00,8,12,22,8,50,normal,2
2015-10-17 13:45:00,42,25,38,18,123,high,3
2015-10-17 14:00:00,82,13,28,5,128,high,3
2015-10-17 14:15:00,14,24,26,9,73,normal,2
2015-10-17 14:30:00,39,25,33,9,106,normal,2
2015-10-17 14:45:00,47,14,29,6,96,normal,2
2015-10-17 15:00:00,120,20,21,18,179,heavy,4
2015-10-17 15:15:00,114,11,39,10,174,heavy,4
2015-10-17 15:30:00,99,24,30,10,163,high,3
2015-10-17 15:45:00,78,18,30,8,134,high,3
2015-10-17 16:00:00,144,40,29,10,223,normal,2
2015-10-17 16:15:00,107,28,38,9,182,heavy,4
2015-10-17 16:30:00,123,28,24,10,185,heavy,4
2015-10-17 16:45:00,126,15,28,6,175,heavy,4
2015-10-17 17:00:00,147,28,23,5,203,heavy,4
2015-10-17 17:15:00,100,21,33,7,161,high,3
2015-10-17 17:30:00,113,12,22,6,153,normal,2
2015-10-17 17:45:00,130,34,30,6,200,heavy,4
2015-10-17 18:00:00,118,40,29,10,197,heavy,4
2015-10-17 18:15:00,113,38,44,9,204,heavy,4
2015-10-17 18:30:00,117,29,29,9,184,heavy,4
2015-10-17 18:45:00,106,12,20,32,170,heavy,4
2015-10-17 19:00:00,96,11,15,14,136,normal,2
2015-10-17 19:15:00,58,11,14,24,107,normal,2
2015-10-17 19:30:00,76,22,10,9,117,normal,2
2015-10-17 19:45:00,66,6,12,33,117,high,3
2015-10-17 20:00:00,61,23,13,18,115,normal,2
2015-10-17 20:15:00,93,6,15,17,131,normal,2
2015-10-17 20:30:00,51,11,16,26,104,normal,2
2015-10-17 20:45:00,86,6,12,9,113,normal,2
2015-10-17 21:00:00,77,15,12,29,133,high,3
2015-10-17 21:15:00,84,15,16,8,123,normal,2
2015-10-17 21:30:00,103,12,15,10,140,normal,2
2015-10-17 21:45:00,60,9,11,27,107,normal,2
2015-10-17 22:00:00,14,1,1,22,38,normal,2
2015-10-17 22:15:00,14,2,0,35,51,normal,2
2015-10-17 22:30:00,13,1,1,31,46,normal,2
2015-10-17 22:45:00,19,0,1,22,42,normal,2
2015-10-17 23:00:00,13,4,0,28,45,normal,2
2015-10-17 23:15:00,13,1,0,26,40,normal,2
2015-10-17 23:30:00,12,0,1,34,47,normal,2
2015-10-17 23:45:00,20,1,1,38,60,normal,2
2015-10-18 00:00:00,12,3,0,38,53,normal,2
2015-10-18 00:15:00,12,1,0,40,53,normal,2
2015-10-18 00:30:00,20,5,0,10,35,low,1
2015-10-18 00:45:00,12,4,1,27,44,normal,2
2015-10-18 01:00:00,15,5,0,21,41,normal,2
2015-10-18 01:15:00,19,2,0,30,51,normal,2
2015-10-18 01:30:00,11,0,1,40,52,normal,2
2015-10-18 01:45:00,15,3,0,35,53,normal,2
2015-10-18 02:00:00,15,0,1,37,53,normal,2
2015-10-18 02:15:00,16,2,0,37,55,normal,2
2015-10-18 02:30:00,10,0,1,24,35,normal,2
2015-10-18 02:45:00,12,0,1,31,44,normal,2
2015-10-18 03:00:00,15,1,1,36,53,normal,2
2015-10-18 03:15:00,14,5,0,17,36,normal,2
2015-10-18 03:30:00,17,3,1,38,59,normal,2
2015-10-18 03:45:00,19,0,0,18,37,normal,2
2015-10-18 04:00:00,18,5,1,30,54,normal,2
2015-10-18 04:15:00,119,12,6,4,141,normal,2
2015-10-18 04:30:00,74,28,1,13,116,normal,2
2015-10-18 04:45:00,101,26,10,0,137,normal,2
2015-10-18 05:00:00,99,4,7,19,129,normal,2
2015-10-18 05:15:00,99,18,7,5,129,normal,2
2015-10-18 05:30:00,102,24,2,8,136,normal,2
2015-10-18 05:45:00,50,4,6,13,73,normal,2
2015-10-18 06:00:00,128,11,46,4,189,heavy,4
2015-10-18 06:15:00,129,39,43,0,211,heavy,4
2015-10-18 06:30:00,129,27,38,0,194,heavy,4
2015-10-18 06:45:00,113,24,22,2,161,normal,2
2015-10-18 07:00:00,141,15,21,5,182,heavy,4
2015-10-18 07:15:00,120,22,29,1,172,heavy,4
2015-10-18 07:30:00,141,24,47,4,216,heavy,4
2015-10-18 07:45:00,149,24,33,1,207,heavy,4
2015-10-18 08:00:00,140,40,36,1,217,heavy,4
2015-10-18 08:15:00,140,20,36,0,196,heavy,4
2015-10-18 08:30:00,107,13,31,4,155,high,3
2015-10-18 08:45:00,141,15,32,4,192,heavy,4
2015-10-18 09:00:00,120,27,38,4,189,heavy,4
2015-10-18 09:15:00,70,14,21,5,110,normal,2
2015-10-18 09:30:00,55,24,16,21,116,high,3
2015-10-18 09:45:00,52,18,22,16,108,normal,2
2015-10-18 10:00:00,65,4,19,21,109,normal,2
2015-10-18 10:15:00,54,10,30,28,122,high,3
2015-10-18 10:30:00,37,3,32,18,90,normal,2
2015-10-18 10:45:00,23,3,37,18,81,normal,2
2015-10-18 11:00:00,43,7,7,29,86,normal,2
2015-10-18 11:15:00,22,6,13,24,65,normal,2
2015-10-18 11:30:00,21,10,6,30,67,normal,2
2015-10-18 11:45:00,48,8,11,22,89,normal,2
2015-10-18 12:00:00,35,5,12,20,72,normal,2
2015-10-18 12:15:00,69,5,13,22,109,normal,2
2015-10-18 12:30:00,22,9,10,21,62,normal,2
2015-10-18 12:45:00,46,5,9,23,83,normal,2
2015-10-18 13:00:00,49,5,11,21,86,normal,2
2015-10-18 13:15:00,29,18,29,20,96,normal,2
2015-10-18 13:30:00,96,23,31,14,164,high,3
2015-10-18 13:45:00,100,27,23,16,166,normal,2
2015-10-18 14:00:00,96,22,36,5,159,high,3
2015-10-18 14:15:00,27,26,25,15,93,normal,2
2015-10-18 14:30:00,114,21,32,5,172,heavy,4
2015-10-18 14:45:00,74,27,34,10,145,high,3
2015-10-18 15:00:00,14,16,9,14,53,normal,2
2015-10-18 15:15:00,84,30,26,10,150,high,3
2015-10-18 15:30:00,96,19,14,18,147,normal,2
2015-10-18 15:45:00,40,15,28,5,88,normal,2
2015-10-18 16:00:00,110,15,46,5,176,heavy,4
2015-10-18 16:15:00,138,39,31,7,215,heavy,4
2015-10-18 16:30:00,118,32,32,10,192,heavy,4
2015-10-18 16:45:00,142,34,38,9,223,normal,2
2015-10-18 17:00:00,113,13,36,5,167,normal,2
2015-10-18 17:15:00,104,29,32,7,172,heavy,4
2015-10-18 17:30:00,134,39,21,9,203,heavy,4
2015-10-18 17:45:00,107,15,48,5,175,heavy,4
2015-10-18 18:00:00,139,25,43,7,214,heavy,4
2015-10-18 18:15:00,128,20,20,6,174,heavy,4
2015-10-18 18:30:00,101,13,47,10,171,heavy,4
2015-10-18 18:45:00,105,17,13,23,158,high,3
2015-10-18 19:00:00,103,14,13,9,139,normal,2
2015-10-18 19:15:00,51,23,15,13,102,normal,2
2015-10-18 19:30:00,84,10,16,20,130,normal,2
2015-10-18 19:45:00,97,25,19,24,165,high,3
2015-10-18 20:00:00,98,8,10,19,135,normal,2
2015-10-18 20:15:00,94,13,19,25,151,high,3
2015-10-18 20:30:00,105,25,11,35,176,heavy,4
2015-10-18 20:45:00,74,9,13,6,102,low,1
2015-10-18 21:00:00,57,18,13,28,116,high,3
2015-10-18 21:15:00,57,14,11,33,115,high,3
2015-10-18 21:30:00,84,23,19,15,141,normal,2
2015-10-18 21:45:00,105,14,16,33,168,heavy,4
2015-10-18 22:00:00,10,4,1,38,53,normal,2
2015-10-18 22:15:00,15,1,1,29,46,normal,2
2015-10-18 22:30:00,14,1,1,25,41,normal,2
2015-10-18 22:45:00,20,2,0,37,59,normal,2
2015-10-18 23:00:00,20,1,0,27,48,normal,2
2015-10-18 23:15:00,13,1,1,18,33,normal,2
2015-10-18 23:30:00,19,0,0,35,54,normal,2
2015-10-18 23:45:00,14,1,1,27,43,normal,2
2015-10-19 00:00:00,13,5,0,12,30,low,1
2015-10-19 00:15:00,18,5,0,12,35,low,1
2015-10-19 00:30:00,10,3,1,32,46,normal,2
2015-10-19 00:45:00,14,2,0,15,31,normal,2
2015-10-19 01:00:00,16,3,0,15,34,normal,2
2015-10-19 01:15:00,14,2,0,25,41,normal,2
2015-10-19 01:30:00,17,5,0,18,40,normal,2
2015-10-19 01:45:00,13,1,0,28,42,normal,2
2015-10-19 02:00:00,19,0,1,20,40,normal,2
2015-10-19 02:15:00,15,4,0,40,59,normal,2
2015-10-19 02:30:00,14,3,1,26,44,normal,2
2015-10-19 02:45:00,15,4,0,14,33,normal,2
2015-10-19 03:00:00,12,3,1,13,29,normal,2
2015-10-19 03:15:00,12,4,0,31,47,normal,2
2015-10-19 03:30:00,17,4,1,20,42,normal,2
2015-10-19 03:45:00,12,0,1,13,26,normal,2
2015-10-19 04:00:00,18,2,0,16,36,normal,2
2015-10-19 04:15:00,115,16,10,13,154,normal,2
2015-10-19 04:30:00,117,5,10,15,147,normal,2
2015-10-19 04:45:00,92,26,8,7,133,normal,2
2015-10-19 05:00:00,88,3,6,4,101,low,1
2015-10-19 05:15:00,109,11,4,3,127,normal,2
2015-10-19 05:30:00,81,4,0,20,105,normal,2
2015-10-19 05:45:00,118,2,5,19,144,normal,2
2015-10-19 06:00:00,107,26,31,2,166,high,3
2015-10-19 06:15:00,103,11,35,5,154,high,3
2015-10-19 06:30:00,145,13,33,3,194,heavy,4
2015-10-19 06:45:00,143,22,37,4,206,heavy,4
2015-10-19 07:00:00,113,38,50,3,204,heavy,4
2015-10-19 07:15:00,149,10,47,3,209,heavy,4
2015-10-19 07:30:00,132,33,35,2,202,heavy,4
2015-10-19 07:45:00,119,40,41,2,202,heavy,4
2015-10-19 08:00:00,133,31,27,2,193,heavy,4
2015-10-19 08:15:00,140,20,44,4,208,heavy,4
2015-10-19 08:30:00,140,34,31,1,206,heavy,4
2015-10-19 08:45:00,128,37,50,2,217,heavy,4
2015-10-19 09:00:00,132,11,24,3,170,heavy,4
2015-10-19 09:15:00,23,8,40,27,98,normal,2
2015-10-19 09:30:00,75,2,18,29,124,high,3
2015-10-19 09:45:00,99,14,33,14,160,high,3
2015-10-19 10:00:00,10,1,13,7,31,low,1
2015-10-19 10:15:00,74,21,29,26,150,high,3
2015-10-19 10:30:00,29,15,25,5,74,normal,2
2015-10-19 10:45:00,50,17,38,24,129,high,3
2015-10-19 11:00:00,64,9,14,20,107,normal,2
2015-10-19 11:15:00,49,5,10,21,85,normal,2
2015-10-19 11:30:00,39,7,10,30,86,normal,2
2015-10-19 11:45:00,68,5,5,24,102,normal,2
2015-10-19 12:00:00,67,7,8,22,104,normal,2
2015-10-19 12:15:00,47,8,3,25,83,normal,2
2015-10-19 12:30:00,66,9,7,24,106,normal,2
2015-10-19 12:45:00,46,8,3,22,79,normal,2
2015-10-19 13:00:00,54,6,12,21,93,normal,2
2015-10-19 13:15:00,18,16,32,18,84,normal,2
2015-10-19 13:30:00,24,20,7,9,60,low,1
2015-10-19 13:45:00,113,17,16,20,166,normal,2
2015-10-19 14:00:00,52,13,15,10,90,low,1
2015-10-19 14:15:00,58,26,25,18,127,normal,2
2015-10-19 14:30:00,44,19,22,6,91,normal,2
2015-10-19 14:45:00,8,26,34,9,77,normal,2
2015-10-19 15:00:00,31,10,27,8,76,normal,2
2015-10-19 15:15:00,115,24,16,5,160,normal,2
2015-10-19 15:30:00,56,29,16,16,117,normal,2
2015-10-19 15:45:00,7,12,33,12,64,normal,2
2015-10-19 16:00:00,133,10,46,10,199,heavy,4
2015-10-19 16:15:00,104,31,37,6,178,heavy,4
2015-10-19 16:30:00,100,38,36,9,183,heavy,4
2015-10-19 16:45:00,127,25,37,5,194,heavy,4
2015-10-19 17:00:00,118,32,48,6,204,heavy,4
2015-10-19 17:15:00,147,19,31,8,205,heavy,4
2015-10-19 17:30:00,123,36,34,5,198,heavy,4
2015-10-19 17:45:00,111,24,25,5,165,normal,2
2015-10-19 18:00:00,121,16,42,8,187,heavy,4
2015-10-19 18:15:00,119,38,47,7,211,heavy,4
2015-10-19 18:30:00,132,30,41,6,209,heavy,4
2015-10-19 18:45:00,52,6,12,18,88,normal,2
2015-10-19 19:00:00,97,21,10,8,136,normal,2
2015-10-19 19:15:00,50,16,20,31,117,high,3
2015-10-19 19:30:00,94,25,19,8,146,normal,2
2015-10-19 19:45:00,66,11,18,34,129,high,3
2015-10-19 20:00:00,105,16,15,6,142,normal,2
2015-10-19 20:15:00,56,23,10,18,107,normal,2
2015-10-19 20:30:00,105,19,10,25,159,high,3
2015-10-19 20:45:00,60,18,11,16,105,normal,2
2015-10-19 21:00:00,88,10,14,11,123,normal,2
2015-10-19 21:15:00,110,6,14,23,153,high,3
2015-10-19 21:30:00,78,20,11,35,144,high,3
2015-10-19 21:45:00,105,14,10,7,136,normal,2
2015-10-19 22:00:00,18,1,0,10,29,low,1
2015-10-19 22:15:00,18,1,0,27,46,normal,2
2015-10-19 22:30:00,12,4,1,18,35,normal,2
2015-10-19 22:45:00,15,4,1,32,52,normal,2
2015-10-19 23:00:00,13,4,0,32,49,normal,2
2015-10-19 23:15:00,14,4,0,15,33,normal,2
2015-10-19 23:30:00,15,4,0,17,36,normal,2
2015-10-19 23:45:00,14,0,1,21,36,normal,2
2015-10-20 00:00:00,17,5,0,37,59,normal,2
2015-10-20 00:15:00,14,4,1,12,31,low,1
2015-10-20 00:30:00,16,2,0,15,33,normal,2
2015-10-20 00:45:00,13,4,1,14,32,normal,2
2015-10-20 01:00:00,12,4,0,29,45,normal,2
2015-10-20 01:15:00,19,4,1,30,54,normal,2
2015-10-20 01:30:00,18,4,0,18,40,normal,2
2015-10-20 01:45:00,18,1,1,12,32,low,1
2015-10-20 02:00:00,20,4,1,21,46,normal,2
2015-10-20 02:15:00,10,2,1,20,33,normal,2
2015-10-20 02:30:00,18,5,1,23,47,normal,2
2015-10-20 02:45:00,16,5,1,30,52,normal,2
2015-10-20 03:00:00,12,3,0,40,55,normal,2
2015-10-20 03:15:00,12,2,0,40,54,normal,2
2015-10-20 03:30:00,16,0,1,37,54,normal,2
2015-10-20 03:45:00,15,4,1,16,36,normal,2
2015-10-20 04:00:00,13,0,0,38,51,normal,2
2015-10-20 04:15:00,61,5,3,14,83,normal,2
2015-10-20 04:30:00,27,15,6,10,58,low,1
2015-10-20 04:45:00,74,11,5,15,105,normal,2
2015-10-20 05:00:00,70,6,7,14,97,normal,2
2015-10-20 05:15:00,33,6,0,11,50,low,1
2015-10-20 05:30:00,29,12,1,13,55,normal,2
2015-10-20 05:45:00,69,5,7,10,91,low,1
2015-10-20 06:00:00,41,16,7,15,79,normal,2
2015-10-20 06:15:00,35,11,5,11,62,low,1
2015-10-20 06:30:00,25,9,6,14,54,normal,2
2015-10-20 06:45:00,65,15,1,11,92,low,1
2015-10-20 07:00:00,66,6,3,14,89,normal,2
2015-10-20 07:15:00,27,6,5,15,53,normal,2
2015-10-20 07:30:00,75,6,1,10,92,low,1
2015-10-20 07:45:00,54,11,4,12,81,low,1
2015-10-20 08:00:00,54,18,3,12,87,low,1
2015-10-20 08:15:00,69,8,0,14,91,normal,2
